file_name,WS,Ag,A80,Rp0.2,Rm,s,u,SB,SW,SR,MR,KEA,GSA,BFA,Grat
DP600_05mm_u15_SB050_SW75_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,0.5,15,0.5,75,0.05,0.02,13.71,34.68,51.61,2.42
DP600_15mm_u10_SB010_SW45_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,1.5,10,0.1,45,0.02,0.02,2.74,44.38,52.88,0.82
DP600_15mm_u10_SB010_SW45_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.5,10,0.1,45,0.035,0.02,2.47,45.75,51.78,0.27
DP600_15mm_u10_SB010_SW45_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,1.5,10,0.1,45,0.05,0.02,2.47,48.77,48.77,0.27
DP600_15mm_u10_SB010_SW55_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,1.5,10,0.1,55,0.02,0.02,2.47,57.26,40.27,1.1
DP600_15mm_u10_SB010_SW55_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.5,10,0.1,55,0.035,0.02,1.92,56.16,41.92,0.55
DP600_15mm_u10_SB010_SW55_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,1.5,10,0.1,55,0.05,0.02,1.92,58.24,39.84,1.65
DP600_15mm_u10_SB010_SW65_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,1.5,10,0.1,65,0.02,0.02,1.64,66.3,32.05,0.55
DP600_15mm_u10_SB010_SW65_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.5,10,0.1,65,0.035,0.02,1.37,65.48,33.15,0.27
DP600_15mm_u10_SB010_SW65_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,1.5,10,0.1,65,0.05,0.02,1.37,65.11,33.52,0.27
DP600_15mm_u10_SB010_SW75_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,1.5,10,0.1,75,0.02,0.02,1.37,68.49,30.14,0.55
DP600_15mm_u10_SB010_SW75_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.5,10,0.1,75,0.035,0.02,1.1,69.32,29.59,0.27
DP600_15mm_u10_SB010_SW75_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,1.5,10,0.1,75,0.05,0.02,0.82,68.96,30.22,1.37
DP600_15mm_u10_SB020_SW45_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,1.5,10,0.2,45,0.02,0.02,3.84,44.66,51.51,0.55
DP600_15mm_u10_SB020_SW45_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.5,10,0.2,45,0.035,0.02,3.56,43.56,52.88,0.27
DP600_15mm_u10_SB020_SW45_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,1.5,10,0.2,45,0.05,0.02,3.85,43.41,52.75,0.27
DP600_15mm_u10_SB020_SW55_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,1.5,10,0.2,55,0.02,0.02,3.29,45.48,51.23,0.27
DP600_15mm_u10_SB020_SW55_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.5,10,0.2,55,0.035,0.02,3.56,48.22,48.22,0.55
DP600_15mm_u10_SB020_SW55_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,1.5,10,0.2,55,0.05,0.02,3.56,48.22,48.22,0.55
DP600_15mm_u10_SB020_SW65_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.5,10,0.2,65,0.035,0.02,2.74,51.78,45.48,0.27
DP600_15mm_u10_SB020_SW65_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,1.5,10,0.2,65,0.05,0.02,3.01,52.05,44.93,0.0
DP600_15mm_u10_SB020_SW75_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,1.5,10,0.2,75,0.02,0.02,3.01,53.7,43.29,0.0
DP600_15mm_u10_SB020_SW75_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.5,10,0.2,75,0.035,0.02,3.01,51.51,45.48,0.55
DP600_15mm_u10_SB020_SW75_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,1.5,10,0.2,75,0.05,0.02,3.29,52.6,44.11,0.27
DP600_15mm_u10_SB030_SW45_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,1.5,10,0.3,45,0.02,0.02,4.11,37.81,58.08,0.0
DP600_15mm_u10_SB030_SW45_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.5,10,0.3,45,0.035,0.02,4.38,38.9,56.71,0.82
DP600_15mm_u10_SB030_SW45_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,1.5,10,0.3,45,0.05,0.02,4.38,38.63,56.99,0.27
DP600_15mm_u10_SB030_SW55_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,1.5,10,0.3,55,0.02,0.02,4.11,40.55,55.34,0.27
DP600_15mm_u10_SB030_SW55_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.5,10,0.3,55,0.035,0.02,4.38,40.55,55.07,0.55
DP600_15mm_u10_SB030_SW55_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,1.5,10,0.3,55,0.05,0.02,4.38,39.73,55.89,0.82
DP600_15mm_u10_SB030_SW65_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,1.5,10,0.3,65,0.02,0.02,3.84,40.82,55.34,0.27
DP600_15mm_u10_SB030_SW65_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.5,10,0.3,65,0.035,0.02,3.85,40.93,55.22,0.55
DP600_15mm_u10_SB030_SW65_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,1.5,10,0.3,65,0.05,0.02,4.11,40.27,55.62,0.82
DP600_15mm_u10_SB030_SW75_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,1.5,10,0.3,75,0.02,0.02,3.84,43.01,53.15,0.55
DP600_15mm_u10_SB030_SW75_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.5,10,0.3,75,0.035,0.02,4.11,43.56,52.33,0.55
DP600_15mm_u10_SB030_SW75_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,1.5,10,0.3,75,0.05,0.02,3.84,39.73,56.44,0.0
DP600_15mm_u10_SB040_SW45_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,1.5,10,0.4,45,0.02,0.02,4.93,32.33,62.74,0.27
DP600_15mm_u10_SB040_SW45_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.5,10,0.4,45,0.035,0.02,5.21,32.33,62.47,0.55
DP600_15mm_u10_SB040_SW45_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,1.5,10,0.4,45,0.05,0.02,5.22,35.71,59.07,0.55
DP600_15mm_u10_SB040_SW55_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,1.5,10,0.4,55,0.02,0.02,4.66,32.88,62.47,0.27
DP600_15mm_u10_SB040_SW55_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.5,10,0.4,55,0.035,0.02,5.21,34.25,60.55,0.27
DP600_15mm_u10_SB040_SW55_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,1.5,10,0.4,55,0.05,0.02,5.48,33.15,61.37,0.55
DP600_15mm_u10_SB040_SW65_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,1.5,10,0.4,65,0.02,0.02,4.93,33.15,61.92,0.27
DP600_15mm_u10_SB040_SW65_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.5,10,0.4,65,0.035,0.02,4.93,35.62,59.45,0.27
DP600_15mm_u10_SB040_SW75_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,1.5,10,0.4,75,0.02,0.02,4.66,35.89,59.45,0.82
DP600_15mm_u10_SB040_SW75_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.5,10,0.4,75,0.035,0.02,4.93,36.99,58.08,0.0
DP600_15mm_u10_SB040_SW75_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,1.5,10,0.4,75,0.05,0.02,5.21,36.99,57.81,0.55
DP600_15mm_u10_SB050_SW45_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,1.5,10,0.5,45,0.02,0.02,5.75,31.23,63.01,0.55
DP600_15mm_u10_SB050_SW45_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.5,10,0.5,45,0.035,0.02,6.03,31.23,62.74,0.55
DP600_15mm_u10_SB050_SW45_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,1.5,10,0.5,45,0.05,0.02,6.03,31.51,62.47,0.27
DP600_15mm_u10_SB050_SW55_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,1.5,10,0.5,55,0.02,0.02,5.48,30.14,64.38,0.82
DP600_15mm_u10_SB050_SW55_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.5,10,0.5,55,0.035,0.02,5.75,32.6,61.64,0.27
DP600_15mm_u10_SB050_SW55_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,1.5,10,0.5,55,0.05,0.02,6.03,34.52,59.45,0.82
DP600_15mm_u10_SB050_SW65_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,1.5,10,0.5,65,0.02,0.02,5.48,31.51,63.01,0.55
DP600_15mm_u10_SB050_SW65_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.5,10,0.5,65,0.035,0.02,5.75,29.86,64.38,0.27
DP600_15mm_u10_SB050_SW65_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,1.5,10,0.5,65,0.05,0.02,6.03,32.33,61.64,0.27
DP600_15mm_u10_SB050_SW75_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,1.5,10,0.5,75,0.02,0.02,5.21,30.41,64.38,0.27
DP600_15mm_u10_SB050_SW75_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.5,10,0.5,75,0.035,0.02,5.49,31.32,63.19,0.55
DP600_15mm_u10_SB050_SW75_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,1.5,10,0.5,75,0.05,0.02,5.75,33.15,61.1,0.82
DP600_15mm_u15_SB010_SW45_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,1.5,15,0.1,45,0.02,0.02,3.02,50.27,46.7,0.55
DP600_15mm_u15_SB010_SW45_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.5,15,0.1,45,0.035,0.02,3.01,53.7,43.29,0.27
DP600_15mm_u15_SB010_SW45_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,1.5,15,0.1,45,0.05,0.02,3.01,54.79,42.19,0.27
DP600_15mm_u15_SB010_SW55_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,1.5,15,0.1,55,0.02,0.02,2.47,58.63,38.9,7.4
DP600_15mm_u15_SB010_SW55_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.5,15,0.1,55,0.035,0.02,2.19,60.82,36.99,2.19
DP600_15mm_u15_SB010_SW55_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,1.5,15,0.1,55,0.05,0.02,2.19,64.66,33.15,2.19
DP600_15mm_u15_SB010_SW65_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,1.5,15,0.1,65,0.02,0.02,1.92,69.86,28.22,5.75
DP600_15mm_u15_SB010_SW65_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.5,15,0.1,65,0.035,0.02,1.64,72.05,26.3,5.48
DP600_15mm_u15_SB010_SW65_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,1.5,15,0.1,65,0.05,0.02,1.37,70.68,27.95,5.48
DP600_15mm_u15_SB010_SW75_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,1.5,15,0.1,75,0.02,0.02,1.64,76.71,21.64,6.3
DP600_15mm_u15_SB010_SW75_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.5,15,0.1,75,0.035,0.02,1.1,79.18,19.73,6.3
DP600_15mm_u15_SB010_SW75_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,1.5,15,0.1,75,0.05,0.02,1.1,79.73,19.18,7.12
DP600_15mm_u15_SB020_SW45_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,1.5,15,0.2,45,0.02,0.02,4.11,43.84,52.05,0.82
DP600_15mm_u15_SB020_SW45_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.5,15,0.2,45,0.035,0.02,4.38,44.66,50.96,0.82
DP600_15mm_u15_SB020_SW45_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,1.5,15,0.2,45,0.05,0.02,4.66,46.03,49.32,0.27
DP600_15mm_u15_SB020_SW55_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,1.5,15,0.2,55,0.02,0.02,3.84,51.78,44.38,1.37
DP600_15mm_u15_SB020_SW55_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.5,15,0.2,55,0.035,0.02,3.84,49.59,46.58,0.27
DP600_15mm_u15_SB020_SW55_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,1.5,15,0.2,55,0.05,0.02,4.11,50.14,45.75,0.27
DP600_15mm_u15_SB020_SW65_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,1.5,15,0.2,65,0.02,0.02,3.3,56.04,40.66,0.82
DP600_15mm_u15_SB020_SW65_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.5,15,0.2,65,0.035,0.02,3.3,52.47,44.23,0.0
DP600_15mm_u15_SB020_SW65_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,1.5,15,0.2,65,0.05,0.02,3.56,55.34,41.1,0.27
DP600_15mm_u15_SB020_SW75_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,1.5,15,0.2,75,0.02,0.02,3.3,53.02,43.68,0.27
DP600_15mm_u15_SB020_SW75_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.5,15,0.2,75,0.035,0.02,3.29,52.88,43.84,0.27
DP600_15mm_u15_SB020_SW75_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,1.5,15,0.2,75,0.05,0.02,3.56,53.42,43.01,0.27
DP600_15mm_u15_SB030_SW45_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,1.5,15,0.3,45,0.02,0.02,5.22,36.26,58.52,1.1
DP600_15mm_u15_SB030_SW45_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.5,15,0.3,45,0.035,0.02,5.48,35.07,59.45,1.1
DP600_15mm_u15_SB030_SW45_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,1.5,15,0.3,45,0.05,0.02,5.48,36.16,58.36,0.27
DP600_15mm_u15_SB030_SW55_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,1.5,15,0.3,55,0.02,0.02,4.67,37.91,57.42,0.55
DP600_15mm_u15_SB030_SW55_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.5,15,0.3,55,0.035,0.02,4.93,36.44,58.63,0.27
DP600_15mm_u15_SB030_SW55_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,1.5,15,0.3,55,0.05,0.02,5.21,37.53,57.26,0.27
DP600_15mm_u15_SB030_SW65_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,1.5,15,0.3,65,0.02,0.02,4.38,40.55,55.07,0.27
DP600_15mm_u15_SB030_SW65_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.5,15,0.3,65,0.035,0.02,4.93,40.0,55.07,0.55
DP600_15mm_u15_SB030_SW65_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,1.5,15,0.3,65,0.05,0.02,4.66,40.55,54.79,0.82
DP600_15mm_u15_SB030_SW75_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,1.5,15,0.3,75,0.02,0.02,4.38,39.45,56.16,0.0
DP600_15mm_u15_SB030_SW75_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.5,15,0.3,75,0.035,0.02,4.66,38.36,56.99,1.1
DP600_15mm_u15_SB030_SW75_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,1.5,15,0.3,75,0.05,0.02,4.66,38.63,56.71,0.82
DP600_15mm_u15_SB040_SW45_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,1.5,15,0.4,45,0.02,0.02,6.03,30.96,63.01,0.55
DP600_15mm_u15_SB040_SW45_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.5,15,0.4,45,0.035,0.02,6.03,30.68,63.29,0.27
DP600_15mm_u15_SB040_SW45_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,1.5,15,0.4,45,0.05,0.02,6.58,32.05,61.37,0.0
DP600_15mm_u15_SB040_SW55_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,1.5,15,0.4,55,0.02,0.02,5.75,30.68,63.56,0.82
DP600_15mm_u15_SB040_SW55_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.5,15,0.4,55,0.035,0.02,6.03,31.78,62.19,0.27
DP600_15mm_u15_SB040_SW55_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,1.5,15,0.4,55,0.05,0.02,6.58,33.7,59.73,0.27
DP600_15mm_u15_SB040_SW65_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,1.5,15,0.4,65,0.02,0.02,5.48,32.05,62.47,0.82
DP600_15mm_u15_SB040_SW65_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.5,15,0.4,65,0.035,0.02,6.03,32.33,61.64,0.27
DP600_15mm_u15_SB040_SW65_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,1.5,15,0.4,65,0.05,0.02,6.3,33.42,60.27,0.27
DP600_15mm_u15_SB040_SW75_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,1.5,15,0.4,75,0.02,0.02,5.49,31.59,62.91,0.0
DP600_15mm_u15_SB040_SW75_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.5,15,0.4,75,0.035,0.02,6.03,29.86,64.11,0.27
DP600_15mm_u15_SB040_SW75_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,1.5,15,0.4,75,0.05,0.02,6.3,32.6,61.1,2.19
DP600_15mm_u15_SB050_SW45_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,1.5,15,0.5,45,0.02,0.02,6.58,28.22,65.21,0.27
DP600_15mm_u15_SB050_SW45_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.5,15,0.5,45,0.035,0.02,6.85,28.22,64.93,0.27
DP600_15mm_u15_SB050_SW45_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,1.5,15,0.5,45,0.05,0.02,7.4,30.14,62.47,1.1
DP600_15mm_u15_SB050_SW55_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,1.5,15,0.5,55,0.02,0.02,6.3,27.12,66.58,0.82
DP600_15mm_u15_SB050_SW55_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.5,15,0.5,55,0.035,0.02,7.12,29.86,63.01,0.27
DP600_15mm_u15_SB050_SW55_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,1.5,15,0.5,55,0.05,0.02,7.12,30.41,62.47,0.27
DP600_15mm_u15_SB050_SW65_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,1.5,15,0.5,65,0.02,0.02,6.59,27.2,66.21,0.55
DP600_15mm_u15_SB050_SW65_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.5,15,0.5,65,0.035,0.02,6.85,28.22,64.93,0.82
DP600_15mm_u15_SB050_SW65_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,1.5,15,0.5,65,0.05,0.02,7.4,30.96,61.64,0.27
DP600_15mm_u15_SB050_SW75_SH08_SR002_MR002,DP600,14.9,23.4,381.5,628.3,1.5,15,0.5,75,0.02,0.02,6.58,27.95,65.48,0.0
DP600_15mm_u15_SB050_SW75_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.5,15,0.5,75,0.035,0.02,6.85,30.14,63.01,0.0
DP600_15mm_u15_SB050_SW75_SH08_SR005_MR002,DP600,14.9,23.4,381.5,628.3,1.5,15,0.5,75,0.05,0.02,7.4,30.41,62.19,0.55
DP600_1mm_u10_SB010_SW45_SH08_SR002_MR001,DP600,14.9,23.4,381.5,628.3,1.0,10,0.1,45,0.02,0.02,3.59,47.41,49.0,0.8
DP600_1mm_u10_SB010_SW45_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.0,10,0.1,45,0.035,0.02,3.98,48.61,47.41,0.8
DP600_1mm_u10_SB010_SW45_SH08_SR005_MR001,DP600,14.9,23.4,381.5,628.3,1.0,10,0.1,45,0.05,0.02,3.98,51.79,44.22,0.4
DP600_1mm_u10_SB010_SW55_SH08_SR002_MR001,DP600,14.9,23.4,381.5,628.3,1.0,10,0.1,55,0.02,0.02,3.17,56.35,40.48,0.0
DP600_1mm_u10_SB010_SW55_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.0,10,0.1,55,0.035,0.02,3.17,56.35,40.48,0.0
DP600_1mm_u10_SB010_SW55_SH08_SR005_MR001,DP600,14.9,23.4,381.5,628.3,1.0,10,0.1,55,0.05,0.02,3.17,58.73,38.1,0.0
DP600_1mm_u10_SB010_SW65_SH08_SR002_MR001,DP600,14.9,23.4,381.5,628.3,1.0,10,0.1,65,0.02,0.02,2.39,61.75,35.86,0.0
DP600_1mm_u10_SB010_SW65_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.0,10,0.1,65,0.035,0.02,2.39,64.54,33.07,0.0
DP600_1mm_u10_SB010_SW65_SH08_SR005_MR001,DP600,14.9,23.4,381.5,628.3,1.0,10,0.1,65,0.05,0.02,2.39,66.53,31.08,0.0
DP600_1mm_u10_SB010_SW75_SH08_SR002_MR001,DP600,14.9,23.4,381.5,628.3,1.0,10,0.1,75,0.02,0.02,1.99,68.53,29.48,0.0
DP600_1mm_u10_SB010_SW75_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.0,10,0.1,75,0.035,0.02,1.59,69.32,29.08,0.0
DP600_1mm_u10_SB010_SW75_SH08_SR005_MR001,DP600,14.9,23.4,381.5,628.3,1.0,10,0.1,75,0.05,0.02,1.59,68.53,29.88,0.0
DP600_1mm_u10_SB020_SW45_SH08_SR002_MR001,DP600,14.9,23.4,381.5,628.3,1.0,10,0.2,45,0.02,0.02,5.16,42.06,52.78,0.0
DP600_1mm_u10_SB020_SW45_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.0,10,0.2,45,0.035,0.02,5.16,42.46,52.38,0.0
DP600_1mm_u10_SB020_SW45_SH08_SR005_MR001,DP600,14.9,23.4,381.5,628.3,1.0,10,0.2,45,0.05,0.02,5.18,43.82,51.0,0.0
DP600_1mm_u10_SB020_SW55_SH08_SR002_MR001,DP600,14.9,23.4,381.5,628.3,1.0,10,0.2,55,0.02,0.02,4.78,42.63,52.59,0.0
DP600_1mm_u10_SB020_SW55_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.0,10,0.2,55,0.035,0.02,4.76,45.24,50.0,0.0
DP600_1mm_u10_SB020_SW55_SH08_SR005_MR001,DP600,14.9,23.4,381.5,628.3,1.0,10,0.2,55,0.05,0.02,5.16,44.84,50.0,0.0
DP600_1mm_u10_SB020_SW65_SH08_SR002_MR001,DP600,14.9,23.4,381.5,628.3,1.0,10,0.2,65,0.02,0.02,4.37,44.44,51.19,0.0
DP600_1mm_u10_SB020_SW65_SH08_SR005_MR001,DP600,14.9,23.4,381.5,628.3,1.0,10,0.2,65,0.05,0.02,4.76,45.63,49.6,0.0
DP600_1mm_u10_SB020_SW75_SH08_SR002_MR001,DP600,14.9,23.4,381.5,628.3,1.0,10,0.2,75,0.02,0.02,3.97,46.43,49.6,0.0
DP600_1mm_u10_SB020_SW75_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.0,10,0.2,75,0.035,0.02,4.37,46.03,49.6,0.0
DP600_1mm_u10_SB020_SW75_SH08_SR005_MR001,DP600,14.9,23.4,381.5,628.3,1.0,10,0.2,75,0.05,0.02,4.37,48.41,47.22,0.0
DP600_1mm_u10_SB030_SW45_SH08_SR002_MR001,DP600,14.9,23.4,381.5,628.3,1.0,10,0.3,45,0.02,0.02,6.35,33.73,59.92,0.0
DP600_1mm_u10_SB030_SW45_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.0,10,0.3,45,0.035,0.02,6.37,36.65,56.97,0.4
DP600_1mm_u10_SB030_SW55_SH08_SR002_MR001,DP600,14.9,23.4,381.5,628.3,1.0,10,0.3,55,0.02,0.02,5.98,33.86,60.16,0.0
DP600_1mm_u10_SB030_SW55_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.0,10,0.3,55,0.035,0.02,6.35,36.11,57.54,0.0
DP600_1mm_u10_SB030_SW55_SH08_SR005_MR001,DP600,14.9,23.4,381.5,628.3,1.0,10,0.3,55,0.05,0.02,6.75,35.71,57.54,0.0
DP600_1mm_u10_SB030_SW65_SH08_SR002_MR001,DP600,14.9,23.4,381.5,628.3,1.0,10,0.3,65,0.02,0.02,6.35,36.9,56.75,0.0
DP600_1mm_u10_SB030_SW65_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.0,10,0.3,65,0.035,0.02,6.35,36.11,57.54,0.0
DP600_1mm_u10_SB030_SW65_SH08_SR005_MR001,DP600,14.9,23.4,381.5,628.3,1.0,10,0.3,65,0.05,0.02,6.37,40.24,53.39,0.0
DP600_1mm_u10_SB030_SW75_SH08_SR002_MR001,DP600,14.9,23.4,381.5,628.3,1.0,10,0.3,75,0.02,0.02,5.95,36.51,57.54,0.0
DP600_1mm_u10_SB030_SW75_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.0,10,0.3,75,0.035,0.02,5.98,39.84,54.18,0.4
DP600_1mm_u10_SB030_SW75_SH08_SR005_MR001,DP600,14.9,23.4,381.5,628.3,1.0,10,0.3,75,0.05,0.02,6.37,38.25,55.38,0.0
DP600_1mm_u10_SB040_SW45_SH08_SR002_MR001,DP600,14.9,23.4,381.5,628.3,1.0,10,0.4,45,0.02,0.02,6.77,31.47,61.75,0.4
DP600_1mm_u10_SB040_SW45_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.0,10,0.4,45,0.035,0.02,7.54,32.14,60.32,0.0
DP600_1mm_u10_SB040_SW45_SH08_SR005_MR001,DP600,14.9,23.4,381.5,628.3,1.0,10,0.4,45,0.05,0.02,7.57,31.87,60.56,0.8
DP600_1mm_u10_SB040_SW55_SH08_SR002_MR001,DP600,14.9,23.4,381.5,628.3,1.0,10,0.4,55,0.02,0.02,7.17,31.87,60.96,0.0
DP600_1mm_u10_SB040_SW55_SH08_SR0035_MR00,DP600,14.9,23.4,381.5,628.3,1.0,10,0.4,55,0.035,0.02,7.17,32.27,60.56,0.0
DP600_1mm_u10_SB040_SW55_SH08_SR005_MR001,DP600,14.9,23.4,381.5,628.3,1.0,10,0.4,55,0.05,0.02,7.57,32.27,60.16,0.8
